lyric,line,album,track_n,song_name
"smoke gray, ladies go mental",3,Music To Be Murdered By,15,Little Engine
but no way they can see in though (nah),4,Music To Be Murdered By,15,Little Engine
oj blade is a pencil (yeah),5,Music To Be Murdered By,15,Little Engine
propane takingmy cranium,6,Music To Be Murdered By,15,Little Engine
code-name titanium temple,7,Music To Be Murdered By,15,Little Engine
i almost swallowed my car,8,Music To Be Murdered By,15,Little Engine
i call my mercedes a benzo,9,Music To Be Murdered By,15,Little Engine
"bitch, i ball like a baby",10,Music To Be Murdered By,15,Little Engine
"ball like j, but not jay as in",11,Music To Be Murdered By,15,Little Engine
"jay-z, j as in leno",12,Music To Be Murdered By,15,Little Engine
’cause i got a huge mansion,13,Music To Be Murdered By,15,Little Engine
"no, huge man chin, new manson, loose cannon",14,Music To Be Murdered By,15,Little Engine
"too scandalous, sue atkins",15,Music To Be Murdered By,15,Little Engine
the kinda crazy you cannot fix,16,Music To Be Murdered By,15,Little Engine
i am still the one that your parents hate,17,Music To Be Murdered By,15,Little Engine
i’m in your house eatingcarrot-cake,18,Music To Be Murdered By,15,Little Engine
while i sit there and wait and i marinate,19,Music To Be Murdered By,15,Little Engine
"i am irritated, you 'bout to meet a scary fate",20,Music To Be Murdered By,15,Little Engine
and come home to find yourself staringstraight into a fuckingbarrel like sharon tate,21,Music To Be Murdered By,15,Little Engine
raise the concerto while i narrate,22,Music To Be Murdered By,15,Little Engine
"yeah, you be on the straight and narrow like a fuckingarrow shape",23,Music To Be Murdered By,15,Little Engine
i be on a higher plane in aerospace,24,Music To Be Murdered By,15,Little Engine
with so much leg-room and air space on this airplane,25,Music To Be Murdered By,15,Little Engine
"unlike you 'cause you’re on a flight too, but it’s a staircase",26,Music To Be Murdered By,15,Little Engine
"now, little engine go, going to vrin-vrin go",27,Music To Be Murdered By,15,Little Engine
i am losin’ control,28,Music To Be Murdered By,15,Little Engine
"heroin and blow, marilyn monroe",29,Music To Be Murdered By,15,Little Engine
overd-d-dose,30,Music To Be Murdered By,15,Little Engine
"time to ri-rick roll, up the en-endo",31,Music To Be Murdered By,15,Little Engine
like a win-window,32,Music To Be Murdered By,15,Little Engine
"little engine gone, little engine",33,Music To Be Murdered By,15,Little Engine
"i am the top-selling, who cares?",34,Music To Be Murdered By,15,Little Engine
"stop dwelling, then stop yelling",35,Music To Be Murdered By,15,Little Engine
"i am not yelling, you are yelling",36,Music To Be Murdered By,15,Little Engine
"smart-aleck, goddammit",37,Music To Be Murdered By,15,Little Engine
fuck is that? stop hammering (goddamn),38,Music To Be Murdered By,15,Little Engine
that what it sounds like in my brain,39,Music To Be Murdered By,15,Little Engine
much as i fight to restrain,40,Music To Be Murdered By,15,Little Engine
i have the right to remain violent,41,Music To Be Murdered By,15,Little Engine
any rhyme that i say can and will be used against you,42,Music To Be Murdered By,15,Little Engine
"icicle veins, mics will get slain",43,Music To Be Murdered By,15,Little Engine
"life, it will strangle you with bicycle chain",44,Music To Be Murdered By,15,Little Engine
you’re going to have to come identify the remains,45,Music To Be Murdered By,15,Little Engine
"wait, what?",46,Music To Be Murdered By,15,Little Engine
i said my head is twisted like a bread tie (yup),47,Music To Be Murdered By,15,Little Engine
"cannot get a fuckingword in, edgewise (shut up)",48,Music To Be Murdered By,15,Little Engine
success overnight like a red-eye (bitch),49,Music To Be Murdered By,15,Little Engine
dressed like a jedi at a best buy on the westside,50,Music To Be Murdered By,15,Little Engine
"i am hot dog, no you are not, i am the guy with the oscar at meijers",51,Music To Be Murdered By,15,Little Engine
in appliances by the washers and dryers,52,Music To Be Murdered By,15,Little Engine
"chick ran up like, ""marshall on fire""",53,Music To Be Murdered By,15,Little Engine
"i looked down and said, ""no, i am not, you are a liar""",54,Music To Be Murdered By,15,Little Engine
"she said, ""no, your music""",55,Music To Be Murdered By,15,Little Engine
heard you are back with the doctor and i heard,56,Music To Be Murdered By,15,Little Engine
"now, little engine go, going to vrin-vrin go",57,Music To Be Murdered By,15,Little Engine
i am losingcontrol,58,Music To Be Murdered By,15,Little Engine
"heroin and blow, marilyn monroe",59,Music To Be Murdered By,15,Little Engine
overd-d-dose,60,Music To Be Murdered By,15,Little Engine
"time to ri-rick roll, up the en-endo",61,Music To Be Murdered By,15,Little Engine
like a win-window,62,Music To Be Murdered By,15,Little Engine
"little engine gone, little engine",63,Music To Be Murdered By,15,Little Engine
dr. dre,64,Music To Be Murdered By,15,Little Engine
"(psycho) psycho killer, (michael) michael, thriller",65,Music To Be Murdered By,15,Little Engine
"(my flow) my flow apeshit, (i, i go) i go-rilla",66,Music To Be Murdered By,15,Little Engine
(my flow) my flow still a (psycho) psycho killer (killer),67,Music To Be Murdered By,15,Little Engine
"(nitro) hi ho, silva",68,Music To Be Murdered By,15,Little Engine
similes and idioms giddy up,69,Music To Be Murdered By,15,Little Engine
"i think i can, i think i can",70,Music To Be Murdered By,15,Little Engine
"i know i can, psycho i am",71,Music To Be Murdered By,15,Little Engine
"michael, my knife go right hand",72,Music To Be Murdered By,15,Little Engine
"in my left hand, i hold mic stand",73,Music To Be Murdered By,15,Little Engine
little engine gone,74,Music To Be Murdered By,15,Little Engine
"chicka-ch-ch-chill like i z-z-zero, zero, zip, zip, zilch (yeah)",75,Music To Be Murdered By,15,Little Engine
"like kaepernick, i got kn-kn-kneel (nil), word to goodwill-will",76,Music To Be Murdered By,15,Little Engine
this must be how beinghoodrich feels,77,Music To Be Murdered By,15,Little Engine
"was a ghetto boy, now i ball out like bushwick bill (hi-ho)",78,Music To Be Murdered By,15,Little Engine
going to take you out like an outro,79,Music To Be Murdered By,15,Little Engine
"bruce wayne and alfred, look out ho",80,Music To Be Murdered By,15,Little Engine
blueface meets albert desalvo,81,Music To Be Murdered By,15,Little Engine
balboa with a scalpel,82,Music To Be Murdered By,15,Little Engine
scoundrel hound with a mouth full of alpo,83,Music To Be Murdered By,15,Little Engine
"now, little engine go, going to vrin-vrin go",84,Music To Be Murdered By,15,Little Engine
i am losingcontrol,85,Music To Be Murdered By,15,Little Engine
"heroin and blow, marilyn monroe",86,Music To Be Murdered By,15,Little Engine
overd-d-dose,87,Music To Be Murdered By,15,Little Engine
"time to ri-rick roll, up the en-endo",88,Music To Be Murdered By,15,Little Engine
like a win-window,89,Music To Be Murdered By,15,Little Engine
"little engine gone, little engine",90,Music To Be Murdered By,15,Little Engine
gone,91,Music To Be Murdered By,15,Little Engine
"say, bro, (yeah) where you get them from?",1,Music To Be Murdered By,16,Lock It Up
"detroit? (yeah) that machine gun, spray boy",2,Music To Be Murdered By,16,Lock It Up
and it gon' hit some,3,Music To Be Murdered By,16,Lock It Up
new coupe? (ooh) been whippingthem,4,Music To Be Murdered By,16,Lock It Up
new boobs? (yeah) where you get them done?,5,Music To Be Murdered By,16,Lock It Up
"payroll (nice), might put you on a table",6,Music To Be Murdered By,16,Lock It Up
"and spread you out like some yayo (i am naughty, yah)",7,Music To Be Murdered By,16,Lock It Up
"no, bitch (oh), you do not know shit (no)",8,Music To Be Murdered By,16,Lock It Up
"you just want all my money, ah",9,Music To Be Murdered By,16,Lock It Up
"i was hopeless (oh), now i am focused (no)",10,Music To Be Murdered By,16,Lock It Up
where the fuck is the party at?,11,Music To Be Murdered By,16,Lock It Up
"now hold this (oh), oh shit (oh)",12,Music To Be Murdered By,16,Lock It Up
"that it (yeah), so sick (oh)",13,Music To Be Murdered By,16,Lock It Up
no shit (oh),14,Music To Be Murdered By,16,Lock It Up
"damn, i am (yeah) getting too fuckingold for this (yeah)",15,Music To Be Murdered By,16,Lock It Up
"but still as explosive with, just load the clip",16,Music To Be Murdered By,16,Lock It Up
"two pistols on hip, both are gripped",17,Music To Be Murdered By,16,Lock It Up
i hold them at shoulder width,18,Music To Be Murdered By,16,Lock It Up
took a stab in the dark and broke the tip,19,Music To Be Murdered By,16,Lock It Up
"of my knife off, but your throat is slit",20,Music To Be Murdered By,16,Lock It Up
'cause i am cutthroat to the utmost with it,21,Music To Be Murdered By,16,Lock It Up
the ultimate,22,Music To Be Murdered By,16,Lock It Up
i just let the poker chips fall where they were supposed to fit,23,Music To Be Murdered By,16,Lock It Up
"now those days are over, scrapingchange in sofas",24,Music To Be Murdered By,16,Lock It Up
tryna save at kroger (yeah),25,Music To Be Murdered By,16,Lock It Up
so why would i give a fuck about backstabbingtrader joe for?,26,Music To Be Murdered By,16,Lock It Up
"how 'bout that, i am paid as oprah",27,Music To Be Murdered By,16,Lock It Up
think i may have broke the scale,28,Music To Be Murdered By,16,Lock It Up
'cause the wait is over,29,Music To Be Murdered By,16,Lock It Up
"but wait, wait, hold up, 'cause they say i almost",30,Music To Be Murdered By,16,Lock It Up
so sit there and act pathetic and sulk,31,Music To Be Murdered By,16,Lock It Up
"'cause i am getting green, incredible hulk",32,Music To Be Murdered By,16,Lock It Up
'cause i usually get it in bulk,33,Music To Be Murdered By,16,Lock It Up
but i still will stomp your head to a pulp (yeah),34,Music To Be Murdered By,16,Lock It Up
"you want smoke, i got the tical like method man",35,Music To Be Murdered By,16,Lock It Up
so get ready to die from second hand,36,Music To Be Murdered By,16,Lock It Up
get a whiff of the doctor medicine,37,Music To Be Murdered By,16,Lock It Up
"like sedatives you will get popped, excedrin",38,Music To Be Murdered By,16,Lock It Up
'cause you can get it like over the counter (yo),39,Music To Be Murdered By,16,Lock It Up
like i just left the damn concession stand (yeah),40,Music To Be Murdered By,16,Lock It Up
a mic in my hand a weapon (what?),41,Music To Be Murdered By,16,Lock It Up
"i put that on everything like ranch, i will never land",42,Music To Be Murdered By,16,Lock It Up
"i am too fly, i do not plan to ever cinderella man",43,Music To Be Murdered By,16,Lock It Up
what i am is better than,44,Music To Be Murdered By,16,Lock It Up
every single one of you,45,Music To Be Murdered By,16,Lock It Up
whether separate or all of you band together,46,Music To Be Murdered By,16,Lock It Up
and i put the game on the pill (yeah),47,Music To Be Murdered By,16,Lock It Up
now my shady babies are all stillborns,48,Music To Be Murdered By,16,Lock It Up
meaning abortions that live 'cause they were still born,49,Music To Be Murdered By,16,Lock It Up
i can heal them with neosporin,50,Music To Be Murdered By,16,Lock It Up
you 'bout to experience euphoria,51,Music To Be Murdered By,16,Lock It Up
"(i am a) true warrior, got the plug like trugoy",52,Music To Be Murdered By,16,Lock It Up
give me the cue like i am schoolboy,53,Music To Be Murdered By,16,Lock It Up
"and i will treat the beat like a pitbull would do to a chew toy and destroy it, 'cause, boy, i",54,Music To Be Murdered By,16,Lock It Up
ricky racks,1,Music To Be Murdered By,17,Farewell
for what it worth,2,Music To Be Murdered By,17,Farewell
you were a slut at birth,3,Music To Be Murdered By,17,Farewell
if the world had a dick,4,Music To Be Murdered By,17,Farewell
you would fuck the earth,5,Music To Be Murdered By,17,Farewell
i tried to get over you,6,Music To Be Murdered By,17,Farewell
it does not work,7,Music To Be Murdered By,17,Farewell
you are still a cunt,8,Music To Be Murdered By,17,Farewell
i am still a fucking jerk,9,Music To Be Murdered By,17,Farewell
"same as it ever was, yeah",10,Music To Be Murdered By,17,Farewell
say it will change but it never does,11,Music To Be Murdered By,17,Farewell
aint going to ever 'cause,12,Music To Be Murdered By,17,Farewell
you are the cause of my pain and the medicine,13,Music To Be Murdered By,17,Farewell
never met someone who played games with my head as much,14,Music To Be Murdered By,17,Farewell
fate tethered us together like two felons,15,Music To Be Murdered By,17,Farewell
must have fell in love with skeletons,16,Music To Be Murdered By,17,Farewell
"everyone got them, thought that you were cinderella but (yeah)",17,Music To Be Murdered By,17,Farewell
feels like i slept with the (uh) wicked stepmother,18,Music To Be Murdered By,17,Farewell
but how the hell am i,19,Music To Be Murdered By,17,Farewell
still in love with the motherfucking chick there at least a million of?,20,Music To Be Murdered By,17,Farewell
they say love the one you with,21,Music To Be Murdered By,17,Farewell
but this shit is killing us,22,Music To Be Murdered By,17,Farewell
our love on some other shit,23,Music To Be Murdered By,17,Farewell
i am a glutton for punishment,24,Music To Be Murdered By,17,Farewell
"you are the gloves, i am the punching mitts",25,Music To Be Murdered By,17,Farewell
it above and beyond us,26,Music To Be Murdered By,17,Farewell
"cuffing, i am shoving the girl i love inside of an oven",27,Music To Be Murdered By,17,Farewell
if i catch you sucking another dick,28,Music To Be Murdered By,17,Farewell
"you better unsuck it, you snuck in the crib and tried to jump under the covers again",29,Music To Be Murdered By,17,Farewell
